Time (abs), P1 (atm), SetP1 (atm), Rate (Hz) 
19:26.4,153.23,200,1000
19:26.4,153.21,200,1000
19:26.4,153.21,200,1000
19:26.5,153.19,200,1000
19:26.5,153.19,200,1000
19:26.5,153.15,200,1000
19:26.5,153.15,200,1000
19:26.5,153.13,200,1000
19:26.6,153.13,200,1000
19:26.6,153.11,200,1000
19:26.6,153.09,200,1000
19:26.6,153.09,200,1000
19:26.6,153.07,200,1000
19:26.7,153.07,200,1000
19:26.7,153.04,200,1000
19:26.7,153.03,200,1000
19:26.7,153.01,200,1000
19:26.7,153.01,200,1000
19:26.8,152.98,200,1000
19:26.8,152.98,200,1000
19:26.8,152.94,200,1000
19:26.8,152.91,200,1000
19:26.8,152.91,200,1000
19:26.9,152.86,200,1000
19:26.9,152.86,200,1000
19:26.9,152.79,200,1000
19:26.9,152.77,200,1000
19:27.0,152.71,200,1000
19:27.0,152.71,200,1000
19:27.0,152.71,200,1000
19:27.0,152.66,200,1000
19:27.0,152.64,200,1000
19:27.1,152.6,200,1000
19:27.1,152.55,200,1000
19:27.1,152.53,200,1000
19:27.1,152.53,200,1000
19:27.1,152.52,200,1000
19:27.2,152.47,200,1000
19:27.2,152.42,200,1000
19:27.2,152.41,200,1000
19:27.2,152.37,200,1000
19:27.2,152.37,200,1000
19:27.3,152.34,200,1000
19:27.3,152.27,200,1000
19:27.3,152.23,200,1000
19:27.3,152.19,200,1000
19:27.3,152.18,200,1000
19:27.4,152.18,200,1000
19:27.4,152.17,200,1000
19:27.4,152.15,200,1000
19:27.4,152.13,200,1000
19:27.4,152.11,200,1000
19:27.5,152.08,200,1000
19:27.5,152.08,200,1000
19:27.5,152.05,200,1000
19:27.5,152.02,200,1000
19:27.5,152.02,200,1000
19:27.6,152.01,200,1000
19:27.6,152.01,200,1000
19:27.6,151.98,200,1000
19:27.6,151.96,200,1000
19:27.6,151.96,200,1000
19:27.7,151.96,200,1000
19:27.7,151.96,200,1000
19:27.7,151.92,200,1000
19:27.7,151.92,200,1000
19:27.8,151.89,200,1000
19:27.8,151.89,200,1000
19:27.8,151.89,200,1000
19:27.8,151.89,200,1000
19:27.8,151.87,200,1000
19:27.9,151.85,200,1000
19:27.9,151.88,200,1000
19:27.9,151.82,200,1000
19:27.9,151.79,200,1000
19:27.9,151.79,200,1000
19:28.0,151.79,200,1000
19:28.0,151.76,200,1000
19:28.0,151.73,200,1000
19:28.0,151.73,200,1000
19:28.0,151.71,200,1000
19:28.1,151.71,200,1000
19:28.1,151.69,200,1000
19:28.1,151.68,200,1000
19:28.1,151.64,200,1000
19:28.1,151.61,200,1000
19:28.2,151.59,200,1000
19:28.2,151.59,200,1000
19:28.2,151.59,200,1000
19:28.2,151.56,200,1000
19:28.2,151.55,200,1000
19:28.3,151.52,200,1000
19:28.3,151.52,200,1000
19:28.3,151.5,200,1000
19:28.3,151.48,200,1000
19:28.4,151.45,200,1000
19:28.4,151.42,200,1000
19:28.4,151.39,200,1000
19:28.4,151.39,200,1000
19:28.4,151.39,200,1000
19:28.5,151.36,200,1000
19:28.5,151.31,200,1000
19:28.5,151.3,200,1000
19:28.5,151.27,200,1000
19:28.5,151.27,200,1000
19:28.6,151.26,200,1000
19:28.6,151.24,200,1000
19:28.6,151.2,200,1000
19:28.6,151.17,200,1000
19:28.6,151.14,200,1000
19:28.7,151.13,200,1000
19:28.7,151.13,200,1000
19:28.7,151.11,200,1000
19:28.7,151.08,200,1000
19:28.8,151.03,200,1000
19:28.8,151.06,200,1000
19:28.8,151.02,200,1000
19:28.8,151.02,200,1000
19:28.8,151,200,1000
19:28.9,150.99,200,1000
19:28.9,150.95,200,1000
19:28.9,150.91,200,1000
19:28.9,150.9,200,1000
19:28.9,150.84,200,1000
19:29.0,150.84,200,1000
19:29.0,150.86,200,1000
19:29.0,150.84,200,1000
19:29.0,150.81,200,1000
19:29.0,150.76,200,1000
19:29.1,150.75,200,1000
19:29.1,150.75,200,1000
19:29.1,150.7,200,1000
19:29.1,150.69,200,1000
19:29.1,150.69,200,1000
19:29.2,150.67,200,1000
19:29.2,150.67,200,1000
19:29.2,150.67,200,1000
19:29.2,150.66,200,1000
19:29.2,150.66,200,1000
19:29.3,150.65,200,1000
19:29.3,150.65,200,1000
19:29.3,150.61,200,1000
19:29.3,150.6,200,1000
19:29.3,150.61,200,1000
19:29.4,150.59,200,1000
19:29.4,150.58,200,1000
19:29.4,150.58,200,1000
19:29.4,150.58,200,1000
19:29.4,150.57,200,1000
19:29.5,150.52,200,1000
19:29.5,150.52,200,1000
19:29.5,150.5,200,1000
19:29.5,150.5,200,1000
19:29.5,150.46,200,1000
19:29.6,150.41,200,1000
19:29.6,150.41,200,1000
19:29.6,150.35,200,1000
19:29.6,150.33,200,1000
19:29.6,150.3,200,1000
19:29.7,150.3,200,1000
19:29.7,150.21,200,1000
19:29.7,150.2,200,1000
19:29.7,150.2,200,1000
19:29.8,150.19,200,1000
19:29.8,150.12,200,1000
19:29.8,150.08,200,1000
19:29.8,150.06,200,1000
19:29.8,150.06,200,1000
19:29.9,150.06,200,1000
19:29.9,150.02,200,1000
19:29.9,150.02,200,1000
19:29.9,150.01,200,1000
19:29.9,149.96,200,1000
19:30.0,149.99,200,1000
19:30.0,149.99,200,1000
19:30.0,149.99,200,1000
19:30.0,149.97,200,1000
19:30.0,149.94,200,1000
19:30.1,149.94,200,1000
19:30.1,149.94,200,1000
19:30.1,149.87,200,1000
19:30.1,149.88,200,1000
19:30.1,149.86,200,1000
19:30.2,149.83,200,1000
19:30.2,149.82,200,1000
19:30.2,149.82,200,1000
19:30.2,149.82,200,1000
19:30.2,149.79,200,1000
19:30.3,149.79,200,1000
19:30.3,149.79,200,1000
19:30.3,149.77,200,1000
19:30.3,149.75,200,1000
19:30.3,149.71,200,1000
19:30.4,149.71,200,1000
19:30.4,149.71,200,1000
19:30.4,149.68,200,1000
19:30.4,149.65,200,1000
19:30.5,149.65,200,1000
19:30.5,149.59,200,1000
19:30.5,149.58,200,1000
19:30.5,149.6,200,1000
19:30.5,149.56,200,1000
19:30.6,149.51,200,1000
19:30.6,149.51,200,1000
19:30.6,149.52,200,1000
19:30.6,149.47,200,1000
19:30.6,149.43,200,1000
19:30.7,149.43,200,1000
19:30.7,149.43,200,1000
19:30.7,149.4,200,1000
19:30.7,149.36,200,1000
19:30.7,149.36,200,1000
19:30.8,149.34,200,1000
19:30.8,149.34,200,1000
19:30.8,149.33,200,1000
19:30.8,149.32,200,1000
19:30.8,149.32,200,1000
19:30.9,149.27,200,1000
19:30.9,149.26,200,1000
19:30.9,149.25,200,1000
19:30.9,149.21,200,1000
19:30.9,149.2,200,1000
19:31.0,149.2,200,1000
19:31.0,149.17,200,1000
19:31.0,149.14,200,1000
19:31.0,149.12,200,1000
19:31.0,149.1,200,1000
19:31.1,149.09,200,1000
19:31.1,149.09,200,1000
19:31.1,149.05,200,1000
19:31.1,149.03,200,1000
19:31.1,149.02,200,1000
19:31.2,148.96,200,1000
19:31.2,148.95,200,1000
19:31.2,148.92,200,1000
19:31.2,148.92,200,1000
19:31.2,148.89,200,1000
19:31.3,148.88,200,1000
19:31.3,148.84,200,1000
19:31.3,148.8,200,1000
19:31.3,148.77,200,1000
19:31.4,148.75,200,1000
19:31.4,148.75,200,1000
19:31.4,148.72,200,1000
19:31.4,148.68,200,1000
19:31.4,148.68,200,1000
19:31.5,148.66,200,1000
19:31.5,148.61,200,1000
19:31.5,148.6,200,1000
19:31.5,148.58,200,1000
19:31.5,148.55,200,1000
19:31.6,148.53,200,1000
19:31.6,148.53,200,1000
19:31.6,148.51,200,1000
19:31.6,148.47,200,1000
19:31.6,148.43,200,1000
19:31.7,148.4,200,1000
19:31.7,148.4,200,1000
19:31.7,148.34,200,1000
19:31.7,148.33,200,1000
19:31.7,148.26,200,1000
19:31.8,148.23,200,1000
19:31.8,148.23,200,1000
19:31.8,148.18,200,1000
19:31.8,148.12,200,1000
19:31.8,148.12,200,1000
19:31.9,148.11,200,1000
19:31.9,148.08,200,1000
19:31.9,148.07,200,1000
19:31.9,148.04,200,1000
19:31.9,148.03,200,1000
19:32.0,147.97,200,1000
19:32.0,147.92,200,1000
19:32.0,147.92,200,1000
19:32.0,147.93,200,1000
19:32.1,147.89,200,1000
19:32.1,147.86,200,1000
19:32.1,147.86,200,1000
19:32.1,147.86,200,1000
19:32.1,147.87,200,1000
19:32.2,147.81,200,1000
19:32.2,147.8,200,1000
19:32.2,147.81,200,1000
19:32.2,147.81,200,1000
19:32.2,147.79,200,1000
19:32.3,147.79,200,1000
19:32.3,147.79,200,1000
19:32.3,147.79,200,1000
19:32.3,147.76,200,1000
19:32.3,147.77,200,1000
19:32.4,147.78,200,1000
19:32.4,147.77,200,1000
19:32.4,147.77,200,1000
19:32.4,147.75,200,1000
19:32.4,147.76,200,1000
19:32.5,147.73,200,1000
19:32.5,147.74,200,1000
19:32.5,147.74,200,1000
19:32.5,147.74,200,1000
19:32.5,147.72,200,1000
19:32.6,147.7,200,1000
19:32.6,147.69,200,1000
19:32.6,147.7,200,1000
19:32.6,147.67,200,1000
19:32.7,147.67,200,1000
19:32.7,147.63,200,1000
19:32.7,147.62,200,1000
19:32.7,147.63,200,1000
19:32.7,147.59,200,1000
19:32.8,147.59,200,1000
19:32.8,147.6,200,1000
19:32.8,147.56,200,1000
19:32.8,147.56,200,1000
19:32.8,147.56,200,1000
19:32.9,147.54,200,1000
19:32.9,147.54,200,1000
19:32.9,147.54,200,1000
19:32.9,147.53,200,1000
19:32.9,147.53,200,1000
19:33.0,147.5,200,1000
19:33.0,147.51,200,1000
19:33.0,147.48,200,1000
19:33.0,147.47,200,1000
19:33.0,147.45,200,1000
19:33.1,147.44,200,1000
19:33.1,147.4,200,1000
19:33.1,147.37,200,1000
19:33.1,147.38,200,1000
19:33.2,147.38,200,1000
19:33.2,147.35,200,1000
19:33.2,147.33,200,1000
19:33.2,147.33,200,1000
19:33.2,147.29,200,1000
19:33.3,147.29,200,1000
19:33.3,147.28,200,1000
19:33.3,147.25,200,1000
19:33.3,147.22,200,1000
19:33.3,147.23,200,1000
19:33.4,147.18,200,1000
19:33.4,147.18,200,1000
19:33.4,147.14,200,1000
19:33.4,147.16,200,1000
19:33.4,147.14,200,1000
19:33.5,147.11,200,1000
19:33.5,147.11,200,1000
19:33.5,147.11,200,1000
19:33.5,147.09,200,1000
19:33.6,147.06,200,1000
19:33.6,147.06,200,1000
19:33.6,147.05,200,1000
19:33.6,147.05,200,1000
19:33.6,147.02,200,1000
19:33.7,147.04,200,1000
19:33.7,147.01,200,1000
19:33.7,147,200,1000
19:33.7,147,200,1000
19:33.7,146.98,200,1000
19:33.8,146.96,200,1000
19:33.8,146.96,200,1000
19:33.8,146.91,200,1000
19:33.8,146.91,200,1000
19:33.8,146.91,200,1000
19:33.9,146.9,200,1000
19:33.9,146.88,200,1000
19:33.9,146.88,200,1000
19:33.9,146.88,200,1000
19:33.9,146.84,200,1000
19:34.0,146.82,200,1000
19:34.0,146.8,200,1000
19:34.0,146.76,200,1000
19:34.0,146.75,200,1000
19:34.0,146.71,200,1000
19:34.1,146.68,200,1000
19:34.1,146.68,200,1000
19:34.1,146.66,200,1000
19:34.1,146.63,200,1000
19:34.1,146.61,200,1000
19:34.2,146.59,200,1000
19:34.2,146.58,200,1000
19:34.2,146.58,200,1000
19:34.2,146.57,200,1000
19:34.2,146.55,200,1000
19:34.3,146.53,200,1000
19:34.3,146.52,200,1000
19:34.3,146.52,200,1000
19:34.3,146.51,200,1000
19:34.4,146.48,200,1000
19:34.4,146.48,200,1000
19:34.4,146.47,200,1000
19:34.4,146.47,200,1000
19:34.4,146.46,200,1000
19:34.5,146.45,200,1000
19:34.5,146.42,200,1000
19:34.5,146.41,200,1000
19:34.5,146.41,200,1000
19:34.5,146.41,200,1000
19:34.6,146.42,200,1000
19:34.6,146.38,200,1000
19:34.6,146.38,200,1000
19:34.6,146.37,200,1000
19:34.6,146.37,200,1000
19:34.7,146.37,200,1000
19:34.7,146.37,200,1000
19:34.7,146.35,200,1000
19:34.7,146.33,200,1000
19:34.7,146.32,200,1000
19:34.8,146.32,200,1000
19:34.8,146.32,200,1000
19:34.8,146.32,200,1000
19:34.8,146.32,200,1000
19:34.8,146.3,200,1000
19:34.9,146.29,200,1000
19:34.9,146.29,200,1000
19:34.9,146.28,200,1000
19:34.9,146.26,200,1000
19:34.9,146.25,200,1000
19:35.0,146.23,200,1000
19:35.0,146.24,200,1000
19:35.0,146.24,200,1000
19:35.0,146.21,200,1000
19:35.0,146.22,200,1000
19:35.1,146.19,200,1000
19:35.1,146.17,200,1000
19:35.1,146.17,200,1000
19:35.1,146.16,200,1000
19:35.2,146.15,200,1000
19:35.2,146.15,200,1000
19:35.2,146.14,200,1000
19:35.2,146.1,200,1000
19:35.2,146.1,200,1000
19:35.3,146.1,200,1000
19:35.3,146.07,200,1000
19:35.3,146.05,200,1000
19:35.3,146.04,200,1000
19:35.3,146.03,200,1000
19:35.4,146.03,200,1000
19:35.4,146.04,200,1000
19:35.4,146.01,200,1000
19:35.4,146.03,200,1000
19:35.4,146.02,200,1000
19:35.5,146.02,200,1000
19:35.5,146,200,1000
19:35.5,146.01,200,1000
19:35.5,145.99,200,1000
19:35.5,145.99,200,1000
19:35.6,145.96,200,1000
19:35.6,145.96,200,1000
19:35.6,145.96,200,1000
19:35.6,145.95,200,1000
19:35.6,145.93,200,1000
19:35.7,145.92,200,1000
19:35.7,145.92,200,1000
19:35.7,145.88,200,1000
19:35.7,145.85,200,1000
19:35.7,145.85,200,1000
19:35.8,145.83,200,1000
19:35.8,145.83,200,1000
19:35.8,145.83,200,1000
19:35.8,145.79,200,1000
19:35.8,145.78,200,1000
19:35.9,145.77,200,1000
19:35.9,145.75,200,1000
19:35.9,145.74,200,1000
19:35.9,145.74,200,1000
19:36.0,145.73,200,1000
19:36.0,145.69,200,1000
19:36.0,145.69,200,1000
19:36.0,145.69,200,1000
19:36.0,145.69,200,1000
19:36.1,145.69,200,1000
19:36.1,145.69,200,1000
19:36.1,145.67,200,1000
19:36.1,145.69,200,1000
19:36.1,145.69,200,1000
19:36.2,145.66,200,1000
19:36.2,145.66,200,1000
19:36.2,145.68,200,1000
19:36.2,145.66,200,1000
19:36.2,145.66,200,1000
19:36.3,145.65,200,1000
19:36.3,145.64,200,1000
19:36.3,145.6,200,1000
19:36.3,145.62,200,1000
19:36.3,145.6,200,1000
19:36.4,145.57,200,1000
19:36.4,145.57,200,1000
19:36.4,145.56,200,1000
19:36.4,145.57,200,1000
19:36.4,145.57,200,1000
19:36.5,145.54,200,1000
19:36.5,145.52,200,1000
19:36.5,145.52,200,1000
19:36.5,145.52,200,1000
19:36.5,145.51,200,1000
19:36.6,145.51,200,1000
19:36.6,145.51,200,1000
19:36.6,145.52,200,1000
19:36.6,145.49,200,1000
19:36.6,145.49,200,1000
19:36.7,145.49,200,1000
19:36.7,145.47,200,1000
19:36.7,145.5,200,1000
19:36.7,145.48,200,1000
19:36.7,145.44,200,1000
19:36.8,145.44,200,1000
19:36.8,145.44,200,1000
19:36.8,145.4,200,1000
19:36.8,145.4,200,1000
19:36.8,145.4,200,1000
19:36.9,145.35,200,1000
19:36.9,145.36,200,1000
19:36.9,145.35,200,1000
19:36.9,145.32,200,1000
19:36.9,145.31,200,1000
19:37.0,145.31,200,1000
19:37.0,145.28,200,1000
19:37.0,145.28,200,1000
19:37.0,145.26,200,1000
19:37.0,145.25,200,1000
19:37.1,145.22,200,1000
19:37.1,145.24,200,1000
19:37.1,145.24,200,1000
19:37.1,145.2,200,1000
19:37.1,145.22,200,1000
19:37.2,145.2,200,1000
19:37.2,145.19,200,1000
19:37.2,145.19,200,1000
19:37.2,145.18,200,1000
19:37.3,145.19,200,1000
19:37.3,145.18,200,1000
19:37.3,145.16,200,1000
19:37.3,145.16,200,1000
19:37.3,145.16,200,1000
19:37.4,145.17,200,1000
19:37.4,145.16,200,1000
19:37.4,145.15,200,1000
19:37.4,145.17,200,1000
19:37.4,145.13,200,1000
19:37.5,145.13,200,1000
19:37.5,145.13,200,1000
19:37.5,145.11,200,1000
19:37.5,145.08,200,1000
19:37.5,145.07,200,1000
19:37.6,145.04,200,1000
19:37.6,145.04,200,1000
19:37.6,145.06,200,1000
19:37.6,145.02,200,1000
19:37.6,145,200,1000
19:37.7,144.98,200,1000
19:37.7,144.98,200,1000
19:37.7,144.96,200,1000
19:37.7,144.91,200,1000
19:37.8,144.89,200,1000
19:37.8,144.89,200,1000
19:37.8,144.9,200,1000
19:37.8,144.84,200,1000
19:37.8,144.84,200,1000
19:37.9,144.85,200,1000
19:37.9,144.84,200,1000
19:37.9,144.83,200,1000
19:37.9,144.82,200,1000
19:37.9,144.83,200,1000
19:38.0,144.83,200,1000
19:38.0,144.83,200,1000
19:38.0,144.82,200,1000
19:38.0,144.81,200,1000
19:38.0,144.79,200,1000
19:38.1,144.79,200,1000
19:38.1,144.79,200,1000
19:38.1,144.77,200,1000
19:38.1,144.76,200,1000
19:38.1,144.73,200,1000
19:38.2,144.77,200,1000
19:38.2,144.76,200,1000
19:38.2,144.78,200,1000
19:38.2,144.78,200,1000
19:38.2,144.75,200,1000
19:38.3,144.74,200,1000
19:38.3,144.71,200,1000
19:38.3,144.71,200,1000
19:38.3,144.73,200,1000
19:38.3,144.71,200,1000
19:38.4,144.69,200,1000
19:38.4,144.69,200,1000
19:38.4,144.69,200,1000
19:38.4,144.7,200,1000
19:38.5,144.65,200,1000
19:38.5,144.65,200,1000
19:38.5,144.64,200,1000
19:38.5,144.61,200,1000
19:38.5,144.61,200,1000
19:38.6,144.62,200,1000
19:38.6,144.62,200,1000
19:38.6,144.62,200,1000
19:38.6,144.62,200,1000
19:38.6,144.6,200,1000
19:38.7,144.6,200,1000
19:38.7,144.6,200,1000
19:38.7,144.6,200,1000
19:38.7,144.54,200,1000
19:38.7,144.55,200,1000
19:38.8,144.51,200,1000
19:38.8,144.51,200,1000
19:38.8,144.54,200,1000
19:38.8,144.51,200,1000
19:38.8,144.49,200,1000
19:38.9,144.49,200,1000
19:38.9,144.5,200,1000
19:38.9,144.5,200,1000
19:38.9,144.48,200,1000
19:38.9,144.49,200,1000
19:39.0,144.48,200,1000
19:39.0,144.48,200,1000
19:39.0,144.45,200,1000
19:39.0,144.45,200,1000
19:39.0,144.46,200,1000
19:39.1,144.46,200,1000
19:39.1,144.44,200,1000
19:39.1,144.44,200,1000
19:39.1,144.43,200,1000
19:39.2,144.41,200,1000
19:39.2,144.4,200,1000
19:39.2,144.4,200,1000
19:39.2,144.4,200,1000
19:39.2,144.38,200,1000
19:39.3,144.37,200,1000
19:39.3,144.37,200,1000
19:39.3,144.37,200,1000
19:39.3,144.34,200,1000
19:39.3,144.34,200,1000
19:39.4,144.33,200,1000
19:39.4,144.33,200,1000
19:39.4,144.34,200,1000
19:39.4,144.32,200,1000
19:39.4,144.33,200,1000
19:39.5,144.32,200,1000
19:39.5,144.32,200,1000
19:39.5,144.33,200,1000
19:39.5,144.32,200,1000
19:39.5,144.33,200,1000
19:39.6,144.33,200,1000
19:39.6,144.32,200,1000
19:39.6,144.31,200,1000
19:39.6,144.3,200,1000
19:39.6,144.32,200,1000
19:39.7,144.32,200,1000
19:39.7,144.28,200,1000
19:39.7,144.27,200,1000
19:39.7,144.27,200,1000
19:39.8,144.24,200,1000
19:39.8,144.24,200,1000
19:39.8,144.23,200,1000
19:39.8,144.22,200,1000
19:39.8,144.22,200,1000
19:39.9,144.22,200,1000
19:39.9,144.17,200,1000
19:39.9,144.19,200,1000
19:39.9,144.19,200,1000
19:39.9,144.17,200,1000
19:40.0,144.15,200,1000
19:40.0,144.15,200,1000
19:40.0,144.14,200,1000
19:40.0,144.12,200,1000
19:40.0,144.13,200,1000
19:40.1,144.11,200,1000
19:40.1,144.11,200,1000
19:40.1,144.09,200,1000
19:40.1,144.09,200,1000
19:40.1,144.09,200,1000
19:40.2,144.1,200,1000
19:40.2,144.08,200,1000
19:40.2,144.07,200,1000
19:40.2,144.07,200,1000
19:40.2,144.08,200,1000
19:40.3,144.08,200,1000
19:40.3,144.05,200,1000
19:40.3,144.05,200,1000
19:40.3,144.03,200,1000
19:40.4,144.04,200,1000
19:40.4,144.01,200,1000
19:40.4,144.01,200,1000
19:40.4,144,200,1000
19:40.4,144.01,200,1000
19:40.5,144,200,1000
19:40.5,144.01,200,1000
19:40.5,143.98,200,1000
19:40.5,143.98,200,1000
19:40.5,143.98,200,1000
19:40.6,143.94,200,1000
19:40.6,143.97,200,1000
19:40.6,143.94,200,1000
19:40.6,143.94,200,1000
19:40.6,143.92,200,1000
19:40.7,143.91,200,1000
19:40.7,143.91,200,1000
19:40.7,143.92,200,1000
19:40.7,143.9,200,1000
19:40.7,143.9,200,1000
19:40.8,143.9,200,1000
19:40.8,143.86,200,1000
19:40.8,143.85,200,1000
19:40.8,143.85,200,1000
19:40.8,143.86,200,1000
19:40.9,143.87,200,1000
19:40.9,143.86,200,1000
19:40.9,143.83,200,1000
19:40.9,143.83,200,1000
19:41.0,143.82,200,1000
19:41.0,143.82,200,1000
19:41.0,143.8,200,1000
19:41.0,143.81,200,1000
19:41.0,143.76,200,1000
19:41.1,143.76,200,1000
19:41.1,143.76,200,1000
19:41.1,143.72,200,1000
19:41.1,143.72,200,1000
19:41.1,143.72,200,1000
19:41.2,143.7,200,1000
19:41.2,143.68,200,1000
19:41.2,143.67,200,1000
19:41.2,143.66,200,1000
19:41.2,143.67,200,1000
19:41.3,143.67,200,1000
19:41.3,143.63,200,1000
19:41.3,143.63,200,1000
19:41.3,143.61,200,1000
19:41.3,143.61,200,1000
19:41.4,143.6,200,1000
19:41.4,143.62,200,1000
19:41.4,143.6,200,1000
19:41.4,143.61,200,1000
19:41.5,143.59,200,1000
19:41.5,143.56,200,1000
19:41.5,143.55,200,1000
19:41.5,143.55,200,1000
19:41.5,143.55,200,1000
19:41.6,143.55,200,1000
19:41.6,143.56,200,1000
19:41.6,143.54,200,1000
19:41.6,143.54,200,1000
19:41.6,143.53,200,1000
19:41.7,143.54,200,1000
19:41.7,143.54,200,1000
19:41.7,143.52,200,1000
19:41.7,143.54,200,1000
19:41.7,143.53,200,1000
19:41.8,143.51,200,1000
19:41.8,143.51,200,1000
19:41.8,143.5,200,1000
19:41.8,143.51,200,1000
19:41.8,143.53,200,1000
19:41.9,143.53,200,1000
19:41.9,143.53,200,1000
19:41.9,143.49,200,1000
19:41.9,143.49,200,1000
19:41.9,143.49,200,1000
19:42.0,143.5,200,1000
19:42.0,143.5,200,1000
19:42.0,143.49,200,1000
19:42.0,143.46,200,1000
19:42.0,143.45,200,1000
19:42.1,143.42,200,1000
19:42.1,143.42,200,1000
19:42.1,143.42,200,1000
19:42.1,143.43,200,1000
19:42.1,143.43,200,1000
19:42.2,143.39,200,1000
19:42.2,143.39,200,1000
19:42.2,143.38,200,1000
19:42.2,143.38,200,1000
19:42.2,143.38,200,1000
19:42.3,143.38,200,1000
19:42.3,143.36,200,1000
19:42.3,143.35,200,1000
19:42.3,143.35,200,1000
19:42.4,143.34,200,1000
19:42.4,143.32,200,1000
19:42.4,143.32,200,1000
19:42.4,143.31,200,1000
19:42.4,143.31,200,1000
19:42.5,143.31,200,1000
19:42.5,143.28,200,1000
19:42.5,143.27,200,1000
19:42.5,143.29,200,1000
19:42.5,143.29,200,1000
19:42.6,143.28,200,1000
19:42.6,143.27,200,1000
19:42.6,143.29,200,1000
19:42.6,143.29,200,1000
19:42.6,143.28,200,1000
19:42.7,143.28,200,1000
19:42.7,143.27,200,1000
19:42.7,143.25,200,1000
19:42.7,143.23,200,1000
19:42.7,143.22,200,1000
19:42.8,143.22,200,1000
19:42.8,143.23,200,1000
19:42.8,143.23,200,1000
19:42.8,143.2,200,1000
19:42.8,143.23,200,1000
19:42.9,143.2,200,1000
19:42.9,143.2,200,1000
19:42.9,143.2,200,1000
19:42.9,143.19,200,1000
19:42.9,143.19,200,1000
19:43.0,143.21,200,1000
19:43.0,143.19,200,1000
19:43.0,143.2,200,1000
19:43.0,143.19,200,1000
19:43.0,143.17,200,1000
19:43.1,143.17,200,1000
19:43.1,143.17,200,1000
19:43.1,143.18,200,1000
19:43.1,143.16,200,1000
19:43.2,143.15,200,1000
19:43.2,143.11,200,1000
19:43.2,143.1,200,1000
19:43.2,143.1,200,1000
19:43.2,143.08,200,1000
19:43.3,143.05,200,1000
19:43.3,143.07,200,1000
19:43.3,143.04,200,1000
19:43.3,143.04,200,1000
19:43.3,143.06,200,1000
19:43.4,143.04,200,1000
19:43.4,143.03,200,1000
19:43.4,143.03,200,1000
19:43.4,143.01,200,1000
19:43.4,143.02,200,1000
19:43.5,143,200,1000
19:43.5,143.01,200,1000
19:43.5,143.01,200,1000
19:43.5,143.01,200,1000
19:43.5,142.99,200,1000
19:43.6,142.99,200,1000
19:43.6,142.98,200,1000
19:43.6,142.96,200,1000
19:43.6,142.96,200,1000
19:43.7,142.96,200,1000
19:43.7,142.97,200,1000
19:43.7,142.96,200,1000
19:43.7,142.93,200,1000
19:43.7,142.93,200,1000
19:43.8,142.93,200,1000
19:43.8,142.93,200,1000
19:43.8,142.92,200,1000
19:43.8,142.91,200,1000
19:43.8,142.91,200,1000
19:43.9,142.9,200,1000
19:43.9,142.91,200,1000
19:43.9,142.9,200,1000
19:43.9,142.89,200,1000
19:43.9,142.89,200,1000
19:44.0,142.89,200,1000
19:44.0,142.89,200,1000
19:44.0,142.9,200,1000
19:44.0,142.9,200,1000
19:44.0,142.88,200,1000
19:44.1,142.89,200,1000
19:44.1,142.89,200,1000
19:44.1,142.87,200,1000
19:44.1,142.86,200,1000
19:44.1,142.87,200,1000
19:44.2,142.85,200,1000
19:44.2,142.85,200,1000
19:44.2,142.86,200,1000
19:44.2,142.86,200,1000
19:44.3,142.86,200,1000
19:44.3,142.87,200,1000
19:44.3,142.86,200,1000
19:44.3,142.86,200,1000
19:44.3,142.86,200,1000
19:44.4,142.85,200,1000
19:44.4,142.86,200,1000
19:44.4,142.86,200,1000
19:44.4,142.85,200,1000
19:44.4,142.85,200,1000
19:44.5,142.85,200,1000
19:44.5,142.86,200,1000
19:44.5,142.86,200,1000
19:44.5,142.85,200,1000
19:44.5,142.85,200,1000
19:44.6,142.86,200,1000
19:44.6,142.85,200,1000
19:44.6,142.86,200,1000
19:44.6,142.85,200,1000
19:44.6,142.85,200,1000
19:44.7,142.85,200,1000
19:44.7,142.86,200,1000
19:44.7,142.85,200,1000
19:44.7,142.84,200,1000
19:44.7,142.87,200,1000
19:44.8,142.87,200,1000
19:44.8,142.88,200,1000
19:44.8,142.88,200,1000
19:44.8,142.88,200,1000
19:44.8,142.88,200,1000
19:44.9,142.87,200,1000
19:44.9,142.87,200,1000
19:44.9,142.88,200,1000
19:44.9,142.88,200,1000
19:44.9,142.87,200,1000
19:45.0,142.87,200,1000
19:45.0,142.86,200,1000
19:45.0,142.87,200,1000
19:45.0,142.86,200,1000
19:45.1,142.86,200,1000
19:45.1,142.86,200,1000
19:45.1,142.86,200,1000
19:45.1,142.85,200,1000
19:45.1,142.86,200,1000
19:45.2,142.84,200,1000
19:45.2,142.84,200,1000
19:45.2,142.83,200,1000
19:45.2,142.83,200,1000
19:45.2,142.82,200,1000
19:45.3,142.81,200,1000
19:45.3,142.8,200,1000
19:45.3,142.8,200,1000
19:45.3,142.8,200,1000
19:45.4,142.78,200,1000
19:45.4,142.78,200,1000
19:45.4,142.78,200,1000
19:45.4,142.78,200,1000
19:45.4,142.79,200,1000
19:45.5,142.77,200,1000
19:45.5,142.76,200,1000
19:45.5,142.77,200,1000
19:45.5,142.76,200,1000
19:45.5,142.76,200,1000
19:45.6,142.76,200,1000
19:45.6,142.76,200,1000
